epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,22.1104,1.07807,1.42004,0.9736,0.86071,0.8,0.79592,0.54438,1.08745,1.25358,0.85243,0.00141395,0.00141395,0.00141395
25,23.1019,1.08954,1.43841,1.01961,0.86071,0.8,0.79592,0.54438,1.08745,1.25358,0.85243,0.00140295,0.00140295,0.00140295
26,24.0219,1.05731,1.2666,0.99586,0.84122,0.79032,0.79581,0.51021,1.23158,1.15603,0.94822,0.00139195,0.00139195,0.00139195
27,24.9217,0.99937,1.35391,0.94784,0.84122,0.79032,0.79581,0.51021,1.23158,1.15603,0.94822,0.00138094,0.00138094,0.00138094
28,25.8019,0.96194,1.37185,0.98001,0.84122,0.79032,0.79581,0.51021,1.23158,1.15603,0.94822,0.00136994,0.00136994,0.00136994
29,26.6733,1.02659,1.23741,0.98178,0.86178,0.8,0.79595,0.51319,1.09269,1.07552,0.88472,0.00135894,0.00135894,0.00135894
30,27.5094,0.96863,1.23551,0.94431,0.86178,0.8,0.79595,0.51319,1.09269,1.07552,0.88472,0.00134794,0.00134794,0.00134794
31,28.3515,0.9982,1.33931,0.96054,0.94017,0.8,0.79604,0.4794,1.25444,1.28885,0.93372,0.00133693,0.00133693,0.00133693
32,29.2055,0.91746,1.26974,0.92001,0.94017,0.8,0.79604,0.4794,1.25444,1.28885,0.93372,0.00132593,0.00132593,0.00132593
33,30.0679,0.95581,1.15644,0.95208,0.86412,0.8,0.79598,0.46128,1.37885,1.40202,1.09174,0.00131493,0.00131493,0.00131493
34,30.9043,0.98726,1.15075,0.94182,0.86412,0.8,0.79598,0.46128,1.37885,1.40202,1.09174,0.00130393,0.00130393,0.00130393
35,31.7695,1.18198,1.35959,1.0373,0.86412,0.8,0.79598,0.46128,1.37885,1.40202,1.09174,0.00129293,0.00129293,0.00129293
36,32.7052,0.88197,1.05886,0.89946,0.86,0.8,0.795,0.57179,1.15824,1.22713,0.90764,0.00128192,0.00128192,0.00128192
37,33.5801,0.94115,1.16168,0.94924,0.86,0.8,0.795,0.57179,1.15824,1.22713,0.90764,0.00127092,0.00127092,0.00127092
38,34.4551,1.01633,1.15445,0.99284,0.83657,0.8,0.795,0.54908,1.23596,1.37502,1.08181,0.00125992,0.00125992,0.00125992
39,35.3385,0.95028,1.09923,0.93839,0.83657,0.8,0.795,0.54908,1.23596,1.37502,1.08181,0.00124892,0.00124892,0.00124892
40,36.3099,0.90027,1.07345,0.90787,0.84572,0.8,0.795,0.50742,1.26454,1.33676,1.01774,0.00123791,0.00123791,0.00123791
41,37.2192,0.94152,1.09892,0.95704,0.84572,0.8,0.795,0.50742,1.26454,1.33676,1.01774,0.00122691,0.00122691,0.00122691
42,38.1452,0.94818,1.02066,0.92804,0.93155,0.8,0.795,0.53958,1.28395,1.21571,0.97055,0.00121591,0.00121591,0.00121591
43,39.0699,0.87257,1.04329,0.93073,0.93155,0.8,0.795,0.53958,1.28395,1.21571,0.97055,0.00120491,0.00120491,0.00120491
44,39.9697,0.87019,0.99127,0.92112,0.93155,0.8,0.795,0.53958,1.28395,1.21571,0.97055,0.00119391,0.00119391,0.00119391
45,40.8904,0.90411,1.05288,0.93629,0.94386,0.8,0.79587,0.5558,1.32154,1.20617,0.98565,0.0011829,0.0011829,0.0011829
46,41.7773,0.89555,1.10583,0.93658,0.94386,0.8,0.79587,0.5558,1.32154,1.20617,0.98565,0.0011719,0.0011719,0.0011719
47,42.704,0.88948,1.00185,0.89923,0.9153,0.8,0.79586,0.55674,1.2038,1.03693,0.9177,0.0011609,0.0011609,0.0011609
48,43.6692,0.90577,0.97751,0.94668,0.9153,0.8,0.79586,0.55674,1.2038,1.03693,0.9177,0.0011499,0.0011499,0.0011499
49,44.7602,0.8358,1.02428,0.93907,0.88558,0.8,0.7958,0.56178,1.14022,1.02612,0.87934,0.00113889,0.00113889,0.00113889
50,45.7751,0.81165,1.21839,0.89876,0.88558,0.8,0.7958,0.56178,1.14022,1.02612,0.87934,0.00112789,0.00112789,0.00112789
51,46.8146,0.78473,0.99933,0.91939,0.88558,0.8,0.7958,0.56178,1.14022,1.02612,0.87934,0.00111689,0.00111689,0.00111689
52,47.8417,0.78664,0.95398,0.90012,0.90884,0.8,0.7959,0.59747,1.04997,1.01447,0.87349,0.00110589,0.00110589,0.00110589
53,48.8749,0.8335,0.97009,0.91784,0.90884,0.8,0.7959,0.59747,1.04997,1.01447,0.87349,0.00109489,0.00109489,0.00109489
54,49.9351,0.89321,1.09039,0.95244,0.91672,0.79142,0.795,0.61712,1.07293,1.00152,0.90524,0.00108388,0.00108388,0.00108388
55,50.9882,0.78419,0.89199,0.90258,0.91672,0.79142,0.795,0.61712,1.07293,1.00152,0.90524,0.00107288,0.00107288,0.00107288
56,52.0539,0.78558,0.95747,0.88217,0.91122,0.78535,0.795,0.60737,1.03632,0.96621,0.86269,0.00106188,0.00106188,0.00106188
57,53.141,0.79831,0.91434,0.93003,0.91122,0.78535,0.795,0.60737,1.03632,0.96621,0.86269,0.00105088,0.00105088,0.00105088
58,54.2174,0.78024,0.95181,0.90393,0.86797,0.78007,0.795,0.5958,1.09713,1.0626,0.91203,0.00103987,0.00103987,0.00103987
59,55.2397,0.75909,0.93477,0.93246,0.86797,0.78007,0.795,0.5958,1.09713,1.0626,0.91203,0.00102887,0.00102887,0.00102887
60,56.2801,0.79647,0.96699,0.8962,0.86797,0.78007,0.795,0.5958,1.09713,1.0626,0.91203,0.00101787,0.00101787,0.00101787
61,57.3136,0.75347,0.882,0.87779,0.83545,0.77654,0.795,0.58187,1.0954,1.07885,0.85098,0.00100687,0.00100687,0.00100687
62,58.3835,0.84114,0.92002,0.88454,0.83545,0.77654,0.795,0.58187,1.0954,1.07885,0.85098,0.000995866,0.000995866,0.000995866
63,59.4293,0.74801,0.84616,0.88006,0.83567,0.77847,0.795,0.56775,1.11566,1.11458,0.86592,0.000984864,0.000984864,0.000984864
64,60.467,0.78612,0.8219,0.9187,0.83567,0.77847,0.795,0.56775,1.11566,1.11458,0.86592,0.000973861,0.000973861,0.000973861
65,61.5239,0.85061,0.9351,0.901,0.83609,0.77908,0.795,0.58756,1.14397,1.06114,0.91,0.000962859,0.000962859,0.000962859
66,62.5086,0.72165,0.83896,0.89416,0.83609,0.77908,0.795,0.58756,1.14397,1.06114,0.91,0.000951857,0.000951857,0.000951857
67,63.4539,0.844,0.88833,0.9311,0.83609,0.77908,0.795,0.58756,1.14397,1.06114,0.91,0.000940855,0.000940855,0.000940855
68,64.4187,0.76187,0.92404,0.9148,0.85395,0.7,0.77,0.54878,1.12275,1.08596,0.93508,0.000929853,0.000929853,0.000929853
69,65.457,0.70671,0.87454,0.87396,0.85395,0.7,0.77,0.54878,1.12275,1.08596,0.93508,0.00091885,0.00091885,0.00091885
70,66.5133,0.76022,0.84756,0.91503,0.72304,0.79585,0.77,0.58994,1.12941,1.07542,0.94734,0.000907848,0.000907848,0.000907848
71,67.5909,0.78569,0.87432,0.90401,0.72304,0.79585,0.77,0.58994,1.12941,1.07542,0.94734,0.000896846,0.000896846,0.000896846
72,68.7784,0.79539,0.89597,0.88247,0.76666,0.77335,0.77,0.59362,1.14153,1.00764,0.95989,0.000885844,0.000885844,0.000885844
73,69.963,0.75855,0.83461,0.89691,0.76666,0.77335,0.77,0.59362,1.14153,1.00764,0.95989,0.000874842,0.000874842,0.000874842
74,71.1624,0.81692,0.86013,0.95434,0.78694,0.79373,0.77,0.59237,1.19928,0.98767,0.98328,0.000863839,0.000863839,0.000863839
75,72.1523,0.71775,0.81675,0.85003,0.78694,0.79373,0.77,0.59237,1.19928,0.98767,0.98328,0.000852837,0.000852837,0.000852837
76,73.1567,0.84609,0.90786,0.89458,0.78694,0.79373,0.77,0.59237,1.19928,0.98767,0.98328,0.000841835,0.000841835,0.000841835
77,74.0766,0.7774,0.86473,0.89693,0.80239,0.79806,0.77,0.592,1.16155,0.9642,0.95482,0.000830833,0.000830833,0.000830833
78,75.0255,0.73997,0.86115,0.89927,0.80239,0.79806,0.77,0.592,1.16155,0.9642,0.95482,0.000819831,0.000819831,0.000819831
79,75.944,0.70911,0.84482,0.8757,0.80011,0.78533,0.77,0.587,1.09281,0.93323,0.91567,0.000808828,0.000808828,0.000808828
80,76.8597,0.66354,0.83931,0.88457,0.80011,0.78533,0.77,0.587,1.09281,0.93323,0.91567,0.000797826,0.000797826,0.000797826
81,77.7991,0.69562,0.79488,0.85265,0.79917,0.79248,0.77,0.58674,1.08716,0.96896,0.94034,0.000786824,0.000786824,0.000786824
82,78.7012,0.6807,0.80887,0.86319,0.79917,0.79248,0.77,0.58674,1.08716,0.96896,0.94034,0.000775822,0.000775822,0.000775822
83,79.6044,0.76765,0.84652,0.91025,0.79917,0.79248,0.77,0.58674,1.08716,0.96896,0.94034,0.00076482,0.00076482,0.00076482
84,80.5481,0.73035,0.83552,0.88791,0.79679,0.79882,0.77,0.58729,1.01558,0.89491,0.85663,0.000753817,0.000753817,0.000753817
