epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,246.112,0.70198,0.91906,0.87567,0.54756,0.63761,0.5376,0.42806,0.79218,1.78251,0.72437,0.000788,0.000788,0.000788
58,246.943,0.71001,0.9274,0.88671,0.35285,0.56446,0.568,0.4733,0.75235,1.80826,0.70865,0.00077975,0.00077975,0.00077975
59,247.8,0.72783,0.83304,0.90046,0.35844,0.61245,0.54285,0.43196,0.72861,1.79645,0.71244,0.0007715,0.0007715,0.0007715
60,248.64,0.73441,0.94551,0.9308,0.43395,0.63802,0.54919,0.42672,0.75003,1.7582,0.70107,0.00076325,0.00076325,0.00076325
61,249.471,0.73853,0.9487,0.89407,0.43395,0.63802,0.54919,0.42672,0.75003,1.7582,0.70107,0.000755,0.000755,0.000755
62,250.312,0.8144,0.97192,0.93833,0.46584,0.65796,0.56474,0.44154,0.80373,1.80414,0.72756,0.00074675,0.00074675,0.00074675
63,251.142,0.75763,0.94946,0.92014,0.49088,0.70833,0.6299,0.45316,0.86032,1.8262,0.77223,0.0007385,0.0007385,0.0007385
64,251.978,0.78481,0.92829,0.9055,0.56085,0.75928,0.63693,0.46712,0.84862,1.8263,0.79003,0.00073025,0.00073025,0.00073025
65,252.791,0.68443,0.83957,0.90098,0.56085,0.75928,0.63693,0.46712,0.84862,1.8263,0.79003,0.000722,0.000722,0.000722
66,253.626,0.70646,0.89653,0.89564,0.65599,0.72568,0.67143,0.4422,0.86075,1.78612,0.80908,0.00071375,0.00071375,0.00071375
67,254.485,0.68235,0.84969,0.89098,0.62576,0.74352,0.67116,0.41895,0.89749,1.6828,0.84622,0.0007055,0.0007055,0.0007055
68,255.328,0.7273,0.88527,0.90634,0.62853,0.75063,0.68356,0.42552,0.90215,1.6144,0.84682,0.00069725,0.00069725,0.00069725
69,256.156,0.72142,0.90125,0.96108,0.62853,0.75063,0.68356,0.42552,0.90215,1.6144,0.84682,0.000689,0.000689,0.000689
70,257.008,0.69884,0.82852,0.90289,0.60543,0.74041,0.68376,0.42809,0.93623,1.61906,0.83554,0.00068075,0.00068075,0.00068075
71,257.858,0.62457,0.90466,0.84483,0.57467,0.7349,0.70671,0.4447,0.95863,1.5738,0.8352,0.0006725,0.0006725,0.0006725
72,258.697,0.71154,0.87628,0.91822,0.56184,0.72625,0.70729,0.44001,0.94271,1.55831,0.82832,0.00066425,0.00066425,0.00066425
73,259.524,0.68174,0.87983,0.89571,0.56184,0.72625,0.70729,0.44001,0.94271,1.55831,0.82832,0.000656,0.000656,0.000656
74,260.362,0.66364,0.8422,0.89695,0.62092,0.72552,0.71847,0.44971,0.92943,1.54611,0.82889,0.00064775,0.00064775,0.00064775
75,261.205,0.67016,0.80218,0.87744,0.66652,0.74421,0.78743,0.50182,0.95713,1.60453,0.83699,0.0006395,0.0006395,0.0006395
76,262.068,0.70106,0.82323,0.90046,0.7354,0.65274,0.73315,0.47291,0.96314,1.58641,0.8468,0.00063125,0.00063125,0.00063125
77,262.879,0.63693,0.79771,0.87585,0.7354,0.65274,0.73315,0.47291,0.96314,1.58641,0.8468,0.000623,0.000623,0.000623
78,263.715,0.60584,0.77653,0.85326,0.70737,0.6034,0.71753,0.4565,0.92297,1.54428,0.83528,0.00061475,0.00061475,0.00061475
79,264.539,0.64555,0.80903,0.88659,0.7616,0.58413,0.72351,0.44907,0.95314,1.49192,0.84399,0.0006065,0.0006065,0.0006065
80,265.378,0.66076,0.79148,0.87036,0.79808,0.56931,0.7361,0.44938,0.98297,1.44121,0.85187,0.00059825,0.00059825,0.00059825
81,266.206,0.63143,0.75287,0.8593,0.79808,0.56931,0.7361,0.44938,0.98297,1.44121,0.85187,0.00059,0.00059,0.00059
82,267.079,0.6961,0.82589,0.91685,0.5738,0.70833,0.75221,0.45846,0.985,1.40201,0.85554,0.00058175,0.00058175,0.00058175
83,267.94,0.64784,0.81127,0.876,0.74464,0.7901,0.78985,0.48163,0.95984,1.35526,0.84755,0.0005735,0.0005735,0.0005735
84,268.799,0.62298,0.72722,0.86769,0.77993,0.77853,0.78824,0.48544,0.9612,1.31877,0.84342,0.00056525,0.00056525,0.00056525
85,269.678,0.58916,0.72606,0.87298,0.77993,0.77853,0.78824,0.48544,0.9612,1.31877,0.84342,0.000557,0.000557,0.000557
86,270.605,0.63195,0.78383,0.8661,0.79733,0.7698,0.78836,0.49295,0.94745,1.35681,0.83773,0.00054875,0.00054875,0.00054875
87,271.502,0.58561,0.71736,0.85334,0.77473,0.7911,0.78782,0.4935,0.94098,1.38051,0.82699,0.0005405,0.0005405,0.0005405
88,272.406,0.61354,0.77638,0.88516,0.76578,0.79336,0.78758,0.48893,0.95898,1.37643,0.82813,0.00053225,0.00053225,0.00053225
89,273.254,0.61931,0.82279,0.85133,0.76578,0.79336,0.78758,0.48893,0.95898,1.37643,0.82813,0.000524,0.000524,0.000524
90,274.119,0.6086,0.77513,0.87877,0.69611,0.79762,0.77699,0.48071,0.92944,1.3357,0.81907,0.00051575,0.00051575,0.00051575
91,274.977,0.63271,0.73282,0.86408,0.68211,0.76545,0.77387,0.49487,0.90588,1.29995,0.82139,0.0005075,0.0005075,0.0005075
92,275.848,0.63056,0.79087,0.88955,0.66286,0.76543,0.77188,0.49078,0.89985,1.32301,0.83302,0.00049925,0.00049925,0.00049925
93,276.692,0.58479,0.71371,0.87815,0.66286,0.76543,0.77188,0.49078,0.89985,1.32301,0.83302,0.000491,0.000491,0.000491
94,277.548,0.63895,0.78198,0.88391,0.64972,0.7619,0.71081,0.44499,0.90603,1.36646,0.8254,0.00048275,0.00048275,0.00048275
95,278.701,0.55979,0.70663,0.84505,0.64191,0.7571,0.70696,0.45043,0.90415,1.43727,0.79978,0.0004745,0.0004745,0.0004745
96,279.556,0.59428,0.7721,0.85601,0.59501,0.73162,0.61958,0.44318,0.93929,1.49213,0.78729,0.00046625,0.00046625,0.00046625
97,280.405,0.56276,0.75533,0.87009,0.59501,0.73162,0.61958,0.44318,0.93929,1.49213,0.78729,0.000458,0.000458,0.000458
98,281.292,0.53654,0.70192,0.84383,0.59535,0.75247,0.62354,0.44099,0.98451,1.51395,0.80206,0.00044975,0.00044975,0.00044975
99,282.314,0.58364,0.74464,0.86483,0.56302,0.61341,0.53067,0.4305,0.93026,1.50764,0.80281,0.0004415,0.0004415,0.0004415
100,283.333,0.53973,0.70947,0.83063,0.55303,0.63297,0.57767,0.4731,0.89046,1.52895,0.79718,0.00043325,0.00043325,0.00043325
101,284.194,0.53224,0.66406,0.85405,0.55303,0.63297,0.57767,0.4731,0.89046,1.52895,0.79718,0.000425,0.000425,0.000425
102,285.185,0.5629,0.68516,0.83182,0.49888,0.6369,0.57966,0.47698,0.86309,1.48899,0.77582,0.00041675,0.00041675,0.00041675
103,286.111,0.55737,0.68647,0.82899,0.46361,0.64501,0.58122,0.47889,0.86232,1.56975,0.77332,0.0004085,0.0004085,0.0004085
104,287.038,0.55395,0.68565,0.84646,0.47537,0.67262,0.58521,0.48865,0.88003,1.63667,0.76742,0.00040025,0.00040025,0.00040025
105,287.886,0.53235,0.69127,0.85145,0.47537,0.67262,0.58521,0.48865,0.88003,1.63667,0.76742,0.000392,0.000392,0.000392
